construction_opaque_id,surface_type,construction_type_name,author,old_type_code,intended_surface_type,standards_construction_type,type_index,climate_zone,rsi_k_m2_per_w,description,material_opaque_id_layers,material_desciptions,Code
114,UNF-WALLS,BTAP-ExteriorWall-Mass-9,BTAP,18,ExteriorWall,Mass,9,Zone 8,5.46,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,57,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
115,WALLS,BTAP-ExteriorWall-Metal-1,BTAP,12,ExteriorWall,Metal,1,Zone 4,3.18,"Steel Sandwich Panel Wall, 4.5 in thick with 2 "" polystyrene, and interior insulated wall","1,11,43,6,56,150,48","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
weather barrier, spunbonded polyethylene
Isoboard, 1"" thick, RSI .98
XPS, 25 PSI, 1"" RSI 0.88
Steel siding, factory panel, galvanized, 22 gauge, colored 1 side and baked enamal exterior finish, includes 2 in. polystyrene modified to 3"" PS
",NECB_2011
116,WALLS,BTAP-ExteriorWall-Metal-1,BTAP,12,ExteriorWall,Metal,1,Zone 5,3.6,"Steel Sandwich Panel Wall, 4.5 in thick with 4"" XPS and interior insulated wall","1,11,43,6,48,55","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
weather barrier, spunbonded polyethylene
Steel siding, factory panel, galvanized, 22 gauge, colored 1 side and baked enamal exterior finish, includes 2 in. polystyrene modified to 3"" PS
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 x 2.5"" sheets: total 5"" RSI 4.4
",NECB_2011
117,WALLS,BTAP-ExteriorWall-Metal-1,BTAP,12,ExteriorWall,Metal,1,Zone 6,4.05,"Steel Sandwich Panel Wall, 5 in thick with 4 "" XPS, and interior insulated wall","1,11,43,56,6,48,59","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
Steel siding, factory panel, galvanized, 22 gauge, colored 1 side and baked enamal exterior finish, includes 2 in. polystyrene modified to 3"" PS
XPS, 25 PSI, 2"" RSI 1.76 modified to 3 x 2"" sheets RSI 5.28
",NECB_2011
118,WALLS,BTAP-ExteriorWall-Metal-1,BTAP,12,ExteriorWall,Metal,1,Zone 7A,4.76,"Steel Sandwich Panel Wall, 6 in thick with 5 "" XPS and interior insulated wall","1,11,43,63,6,48,59","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
Isoboard, 1.5"" thick, RSI 1.38
weather barrier, spunbonded polyethylene
Steel siding, factory panel, galvanized, 22 gauge, colored 1 side and baked enamal exterior finish, includes 2 in. polystyrene modified to 3"" PS
XPS, 25 PSI, 2"" RSI 1.76 modified to 3 x 2"" sheets RSI 5.28
",NECB_2011
119,WALLS,BTAP-ExteriorWall-Metal-1,BTAP,12,ExteriorWall,Metal,1,Zone 7B,4.76,"Steel Sandwich Panel Wall, 6 in thick with 5 "" XPS and interior insulated wall","1,11,43,63,6,48,59","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
Isoboard, 1.5"" thick, RSI 1.38
weather barrier, spunbonded polyethylene
Steel siding, factory panel, galvanized, 22 gauge, colored 1 side and baked enamal exterior finish, includes 2 in. polystyrene modified to 3"" PS
XPS, 25 PSI, 2"" RSI 1.76 modified to 3 x 2"" sheets RSI 5.28
",NECB_2011
120,WALLS,BTAP-ExteriorWall-Metal-1,BTAP,12,ExteriorWall,Metal,1,Zone 8,5.46,"Steel Sandwich Panel Wall, 6 in thick with 6 "" XPS and interior insulated wall","1,11,43,58,6,48,59","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 x 2.25"" sheets RSI 4
weather barrier, spunbonded polyethylene
Steel siding, factory panel, galvanized, 22 gauge, colored 1 side and baked enamal exterior finish, includes 2 in. polystyrene modified to 3"" PS
XPS, 25 PSI, 2"" RSI 1.76 modified to 3 x 2"" sheets RSI 5.28
",NECB_2011
121,WALLS,BTAP-ExteriorWall-Metal-2,BTAP,13,ExteriorWall,Metal,2,Zone 4,3.18,Curtainwall: Glazed Spandrel,"1,11,43,6,50,51","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
weather barrier, spunbonded polyethylene
Spandrel glass 3/8"" plate
Aluminum panel with 2 inches fibreglass
",NECB_2011
122,WALLS,BTAP-ExteriorWall-Metal-2,BTAP,13,ExteriorWall,Metal,2,Zone 5,3.6,Curtainwall: Glazed Spandrel,"1,11,160,6,50,51","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
Fibreglass Foil Faced 6 "" RSI 3.7 batts
weather barrier, spunbonded polyethylene
Spandrel glass 3/8"" plate
Aluminum panel with 2 inches fibreglass
",NECB_2011
123,WALLS,BTAP-ExteriorWall-Metal-2,BTAP,13,ExteriorWall,Metal,2,Zone 6,4.05,Curtainwall: Glazed Spandrel,"1,11,161,162,6,50,51","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
Kraft faced fiberglass, 3-1/2"" thick, 23"" wide, RSI1.93
Kraft faced fiberglass, 3-1/2"" thick, 23"" wide, RSI2.29
weather barrier, spunbonded polyethylene
Spandrel glass 3/8"" plate
Aluminum panel with 2 inches fibreglass
",NECB_2011
124,WALLS,BTAP-ExteriorWall-Metal-2,BTAP,13,ExteriorWall,Metal,2,Zone 7A,4.76,Curtainwall: Glazed Spandrel,"1,11,60,161,6,50,51","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI3.35
Kraft faced fiberglass, 3-1/2"" thick, 23"" wide, RSI1.93
weather barrier, spunbonded polyethylene
Spandrel glass 3/8"" plate
Aluminum panel with 2 inches fibreglass
",NECB_2011
125,WALLS,BTAP-ExteriorWall-Metal-2,BTAP,13,ExteriorWall,Metal,2,Zone 7B,4.76,Curtainwall: Glazed Spandrel,"1,11,60,161,6,50,51","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI3.35
Kraft faced fiberglass, 3-1/2"" thick, 23"" wide, RSI1.93
weather barrier, spunbonded polyethylene
Spandrel glass 3/8"" plate
Aluminum panel with 2 inches fibreglass
",NECB_2011
126,WALLS,BTAP-ExteriorWall-Metal-2,BTAP,13,ExteriorWall,Metal,2,Zone 8,5.46,Curtainwall: Glazed Spandrel,"1,11,60,162,6,50,51","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI3.35
Kraft faced fiberglass, 3-1/2"" thick, 23"" wide, RSI2.29
weather barrier, spunbonded polyethylene
Spandrel glass 3/8"" plate
Aluminum panel with 2 inches fibreglass
",NECB_2011
127,WALLS,BTAP-ExteriorWall-Metal-3,BTAP,14,ExteriorWall,Metal,3,Zone 4,3.18,Curtainwall: Sandwich Panel Spandrel,"1,11,43,56,6,52","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
22 gauge sheet metal galvanized with 2"" fibreglass, polyvinyl exterior finish
",NECB_2011
128,WALLS,BTAP-ExteriorWall-Metal-3,BTAP,14,ExteriorWall,Metal,3,Zone 5,3.6,Curtainwall: Sandwich Panel Spandrel,"1,11,43,6,52","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI 3.35
weather barrier, spunbonded polyethylene
22 gauge sheet metal galvanized with 2"" fibreglass, polyvinyl exterior finish
",NECB_2011
129,WALLS,BTAP-ExteriorWall-Metal-3,BTAP,14,ExteriorWall,Metal,3,Zone 6,4.05,Curtainwall: Sandwich Panel Spandrel,"1,11,60,6,52,64","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI3.35
weather barrier, spunbonded polyethylene
22 gauge sheet metal galvanized with 2"" fibreglass, polyvinyl exterior finish
Polyurethane Foam 4.5"" thick, RSI 5.15 modifed to 5"" foaming RSI 5.67
",NECB_2011
130,WALLS,BTAP-ExteriorWall-Metal-3,BTAP,14,ExteriorWall,Metal,3,Zone 7A,4.76,Curtainwall: Sandwich Panel Spandrel,"1,11,60,6,52,64","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI3.35
weather barrier, spunbonded polyethylene
22 gauge sheet metal galvanized with 2"" fibreglass, polyvinyl exterior finish
Polyurethane Foam 4.5"" thick, RSI 5.15 modifed to 5"" foaming RSI 5.67
",NECB_2011
131,WALLS,BTAP-ExteriorWall-Metal-3,BTAP,14,ExteriorWall,Metal,3,Zone 7B,4.76,Curtainwall: Sandwich Panel Spandrel,"1,11,60,6,52,64","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI3.35
weather barrier, spunbonded polyethylene
22 gauge sheet metal galvanized with 2"" fibreglass, polyvinyl exterior finish
Polyurethane Foam 4.5"" thick, RSI 5.15 modifed to 5"" foaming RSI 5.67
",NECB_2011
132,WALLS,BTAP-ExteriorWall-Metal-3,BTAP,14,ExteriorWall,Metal,3,Zone 8,5.46,Curtainwall: Sandwich Panel Spandrel,"1,11,60,56,6,52,64","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
fibreglass batts, 6 in thick RSI3.35
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
22 gauge sheet metal galvanized with 2"" fibreglass, polyvinyl exterior finish
Polyurethane Foam 4.5"" thick, RSI 5.15 modifed to 5"" foaming RSI 5.67
",NECB_2011
133,WALLS,BTAP-ExteriorWall-SteelFramed-1,BTAP,2,ExteriorWall,SteelFramed,1,Zone 4,3.18,"Steel Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,11,3,43,153,6,7,141,9,10","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
polyethylene 4 ml vapour barrier
fibreglass batts, 6 in thick RSI 3.35
Fibreglasboard 1"" RSI 0.69
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
134,WALLS,BTAP-ExteriorWall-SteelFramed-1,BTAP,2,ExteriorWall,SteelFramed,1,Zone 5,3.6,"Steel Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,11,3,53,5,56,6,7,141,9,10","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1"" thick, RSI .98
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
135,WALLS,BTAP-ExteriorWall-SteelFramed-1,BTAP,2,ExteriorWall,SteelFramed,1,Zone 6,4.05,"Steel Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,11,3,53,5,63,6,7,141,9,10","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1.5"" thick, RSI 1.38
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
136,WALLS,BTAP-ExteriorWall-SteelFramed-1,BTAP,2,ExteriorWall,SteelFramed,1,Zone 7A,4.76,"Steel Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,11,3,53,5,67,6,7,141,9,10","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard sheathing, 2"" thick RSI 1.93
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
137,WALLS,BTAP-ExteriorWall-SteelFramed-1,BTAP,2,ExteriorWall,SteelFramed,1,Zone 7B,4.76,"Steel Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,11,3,53,5,67,6,7,141,9,10","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard sheathing, 2"" thick RSI 1.93
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
138,WALLS,BTAP-ExteriorWall-SteelFramed-1,BTAP,2,ExteriorWall,SteelFramed,1,Zone 8,5.46,"Steel Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,11,3,53,5,56,67,6,7,141,9,10","gypsum wallboard 0.5 in thick
galvanized LB studs, 16 ga x 3-5/8\"" W studs 16\"" O.C. x 10' H, incl galvanized top & bottom track, excl openings, headers, beams, bracing & bridging
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Isoboard, 1"" thick, RSI .98
Isoboard sheathing, 2"" thick RSI 1.93
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
139,WALLS,BTAP-ExteriorWall-WoodFramed-1,BTAP,1,ExteriorWall,WoodFramed,1,Zone 4,3.18,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,138,139,140,141,3,4,6,7,9,10","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Pre-formed joint seals, backer rod, polyethylene, 1/4\"" dia""
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 5"" thick, 15"" wide, RSI 3.36
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
140,WALLS,BTAP-ExteriorWall-WoodFramed-1,BTAP,1,ExteriorWall,WoodFramed,1,Zone 5,3.6,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,138,139,140,141,3,53,5,153,6,7,141,9,10","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Pre-formed joint seals, backer rod, polyethylene, 1/4\"" dia""
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Fibreglasboard 1"" RSI 0.69
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
141,WALLS,BTAP-ExteriorWall-WoodFramed-1,BTAP,1,ExteriorWall,WoodFramed,1,Zone 6,4.05,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,138,139,140,141,3,53,5,153,6,7,141,9,10","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Pre-formed joint seals, backer rod, polyethylene, 1/4\"" dia""
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Fibreglasboard 1"" RSI 0.69
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
142,WALLS,BTAP-ExteriorWall-WoodFramed-1,BTAP,1,ExteriorWall,WoodFramed,1,Zone 7A,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,138,139,140,141,3,53,5,153,153,6,7,141,9,10","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Pre-formed joint seals, backer rod, polyethylene, 1/4\"" dia""
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Fibreglasboard 1"" RSI 0.69
Fibreglasboard 1"" RSI 0.69
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
143,WALLS,BTAP-ExteriorWall-WoodFramed-1,BTAP,1,ExteriorWall,WoodFramed,1,Zone 7B,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,138,139,140,141,3,53,5,153,153,6,7,141,9,10","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Pre-formed joint seals, backer rod, polyethylene, 1/4\"" dia""
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Fibreglasboard 1"" RSI 0.69
Fibreglasboard 1"" RSI 0.69
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
144,WALLS,BTAP-ExteriorWall-WoodFramed-1,BTAP,1,ExteriorWall,WoodFramed,1,Zone 8,5.46,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" x 8"" T&G Redwood Siding","1,138,139,140,141,3,53,5,153,153,153,6,7,141,9,10","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Pre-formed joint seals, backer rod, polyethylene, 1/4\"" dia""
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Fibreglasboard 1"" RSI 0.69
Fibreglasboard 1"" RSI 0.69
Fibreglasboard 1"" RSI 0.69
weather barrier, spunbonded polyethylene
wood siding T&G ""B"" grade
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
waterproof sealer, 1 coat, sprayed
stains, paints, 2 coats sprayed
",NECB_2011
145,WALLS,BTAP-ExteriorWall-WoodFramed-2,BTAP,3,ExteriorWall,WoodFramed,2,Zone 4,3.18,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" EPS EIFS","1,138,3,30,5,12","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
fibreglass batts, 3.5 in thick RSI2.29
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Polymer  EIFS with 2 in EPS and finish
",NECB_2011
146,WALLS,BTAP-ExteriorWall-WoodFramed-2,BTAP,3,ExteriorWall,WoodFramed,2,Zone 5,3.6,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" EPS EIFS","1,138,3,4,5,12","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 5"" thick, 15"" wide, RSI 3.36
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Polymer  EIFS with 2 in EPS and finish
",NECB_2011
147,WALLS,BTAP-ExteriorWall-WoodFramed-2,BTAP,3,ExteriorWall,WoodFramed,2,Zone 6,4.05,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" EPS EIFS","1,138,3,4,5,12","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 5"" thick, 15"" wide, RSI 3.36
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Polymer  EIFS with 2 in EPS and finish
",NECB_2011
148,WALLS,BTAP-ExteriorWall-WoodFramed-2,BTAP,3,ExteriorWall,WoodFramed,2,Zone 7A,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" EPS EIFS","1,138,3,53,5,12","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Polymer  EIFS with 2 in EPS and finish
",NECB_2011
149,WALLS,BTAP-ExteriorWall-WoodFramed-2,BTAP,3,ExteriorWall,WoodFramed,2,Zone 7B,4.76,"Wood Framed 2"" x6"", 16 "" O.C. with 1"" EPS EIFS","1,138,3,53,5,12","gypsum wallboard 0.5 in thick
Wood framing, partitions, standard & better lumber, 2\"" x 6\"" studs, 16\"" O.C., 10' high, includes single bottom plate and double top plate
polyethylene 4 ml vapour barrier
foil face fibreglass batts, 6 "" thick, 15"" wide, RSI 3.52
plywood sheathing, CDX, 0.5 in, pneumatic nailer
Polymer  EIFS with 2 in EPS and finish
",NECB_2011
