template,building_type,space_type,min_stories,max_stories,w_per_m2,Fixture_type_less_than_7.88ft_ht,Fixture_type_7.88_to_15.75ft_ht,Fixture_type_greater_than_>15.75ft_ht,Lux,Type
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-B,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-C,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-D,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-E,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-F,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-G,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-H,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-I,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-J,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-K,1,1,13.5,22,38,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-A,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-B,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-C,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-D,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-E,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-F,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-G,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-H,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-I,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-J,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Washroom - other-sch-K,1,1,6.8,29,44,49,150,LED
NECB 2020,Space Function,Workshop,1,1,13.5,33,41,53,500,LED
NECB 2020,Space Function,Convention centre exhibit space,1,1,6.6,56,44,54,500,LED
NECB 2020,Space Function,Dormitory living quarters,1,1,5.4,22,38,49,125,LED
NECB 2020,Space Function,Dwelling units general,1,4,5.0,22,24,55,125,LED
NECB 2020,Space Function,Dwelling units general,5,999,5.0,22,24,55,125,LED
NECB 2020,Space Function,Dwelling units long-term,1,4,5.0,21,23,55,300,LED
NECB 2020,Space Function,Dwelling units long-term,5,999,5.0,21,23,55,300,LED
NECB 2020,Space Function,Fire station sleeping quarters,1,1,2.5,22,24,49,150,LED
NECB 2020,Space Function,Gymnasium/Fitness centre exercise area,1,1,9.6,32,39,53,350,LED
NECB 2020,Space Function,Gymnasium/Fitness centre playing area,1,1,9.2,32,39,53,350,LED
NECB 2020,Space Function,Health care facility exam/treatment room,1,1,15.1,34,42,52,600,LED
NECB 2020,Space Function,Health care facility imaging room,1,1,10.1,32,39,53,225,LED
NECB 2020,Space Function,Health care facility medical supply room,1,1,6.7,34,42,52,400,LED
NECB 2020,Space Function,Health care facility nursery,1,1,9.9,25,39,55,400,LED
NECB 2020,Space Function,Health care facility nurses station,1,1,12.6,25,39,46,400,LED
NECB 2020,Space Function,Health care facility operating room,1,1,24.3,27,42,51,1000,LED
NECB 2020,Space Function,Health care facility patient room,1,1,7.3,28,39,47,400,LED
NECB 2020,Space Function,Health care facility physical therapy room,1,1,9.8,32,39,46,350,LED
NECB 2020,Space Function,Health care facility recovery room,1,1,13.5,25,39,55,250,LED
NECB 2020,Space Function,Library reading area,1,1,10.3,25,39,55,500,LED
NECB 2020,Space Function,Library reading area,2,999,10.3,25,39,55,500,LED
NECB 2020,Space Function,Library stacks,1,1,12.7,25,39,55,500,LED
NECB 2020,Space Function,Library stacks,2,999,12.7,25,39,55,500,LED
NECB 2020,Space Function,Manufacturing facility equipment room,1,1,8.2,26,41,53,600,LED
NECB 2020,Space Function,Manufacturing facility detailed manufacturing area,1,1,8.6,26,41,53,600,LED
NECB 2020,Space Function,Manufacturing facility extra high bay area (> 15 m floor-to-ceiling height),1,1,15.3,33,41,53,400,LED
NECB 2020,Space Function,Manufacturing facility high bay area (7.5 to 15 m floor-to-ceiling height),1,1,13.4,33,41,53,400,LED
NECB 2020,Space Function,Manufacturing facility low bay area (< 7.5 m floor-to-ceiling height),1,1,9.3,25,39,55,400,LED
NECB 2020,Space Function,Museum general exhibition area,1,1,3.3,21,24,48,250,LED
NECB 2020,Space Function,Museum restoration room,1,1,11.9,33,41,53,600,LED
NECB 2020,Space Function,Post office sorting area,1,1,8.1,25,39,55,400,LED
NECB 2020,Space Function,Religious building fellowship hall,1,1,5.8,28,23,47,250,LED
NECB 2020,Space Function,Religious building worship/pulpit/choir area,1,1,9.2,21,40,48,250,LED
NECB 2020,Space Function,Retail facility dressing/fitting room,1,1,5.4,21,23,47,350,LED
NECB 2020,Space Function,Retail facility mall concourse,1,1,8.8,22,38,49,400,LED
NECB 2020,Space Function,Space designed to ANSI/IES RP-28 chapel (used primarily by residents),1,1,7.5,22,24,49,150,LED
NECB 2020,Space Function,Space designed to ANSI/IES RP-28 recreation room (used primarily by residents),1,1,19.0,22,38,49,150,LED
NECB 2020,Space Function,Sports arena playing area class I facility(4),1,1,31.6,36,43,50,1600,LED
NECB 2020,Space Function,Sports arena playing area class II facility(4),1,1,21.6,35,42,51,1000,LED
NECB 2020,Space Function,Sports arena playing area class III facility(4),1,1,13.9,34,42,52,800,LED
NECB 2020,Space Function,Sports arena playing area class IV facility(4),1,1,9.3,25,39,55,500,LED
NECB 2020,Space Function,Transportation facility airport concourse,1,1,2.7,21,23,47,150,LED
NECB 2020,Space Function,Transportation facility baggage/carousel area,1,1,4.2,21,23,47,250,LED
NECB 2020,Space Function,Transportation facility terminal ticket counter,1,1,5.5,28,23,47,250,LED
NECB 2020,Space Function,Warehouse storage area medium to bulky palletized items,1,1,3.6,21,24,48,200,LED
NECB 2020,Space Function,Warehouse storage area small hand-carried items(4),1,1,7.4,22,38,49,300,LED
NECB 2020,Automotive facility,WholeBuilding,1,1,8.1,28,39,47,400,LED
NECB 2020,Convention centre,WholeBuilding,1,1,6.9,28,23,47,300,LED
NECB 2020,Courthouse,WholeBuilding,1,1,8.5,28,39,47,400,LED
NECB 2020,Dining - bar lounge/leisure,WholeBuilding,1,1,8.6,22,24,49,125,LED
NECB 2020,Dining - cafeteria/fast food,WholeBuilding,1,1,8.2,28,39,47,300,LED
NECB 2020,Dining - family,WholeBuilding,1,1,7.6,21,37,55,300,LED
NECB 2020,Dormitory,WholeBuilding,1,4,5.7,22,38,49,100,LED
NECB 2020,Dormitory,WholeBuilding,5,999,5.7,22,38,49,100,LED
NECB 2020,Exercise centre,WholeBuilding,1,1,7.8,28,39,47,350,LED
NECB 2020,Fire station,WholeBuilding,1,1,6.0,21,23,47,400,LED
NECB 2020,Gymnasium,WholeBuilding,1,1,8.2,25,39,55,500,LED
NECB 2020,Health care clinic,WholeBuilding,1,2,8.7,26,41,53,600,LED
NECB 2020,Health care clinic,WholeBuilding,3,999,8.7,26,41,53,600,LED
NECB 2020,Hospital,WholeBuilding,1,1,10.3,32,39,53,350,LED
NECB 2020,Hotel/Motel,WholeBuilding,1,4,6.0,28,39,55,150,LED
NECB 2020,Hotel/Motel,WholeBuilding,5,999,6.0,28,39,55,150,LED
NECB 2020,Library,WholeBuilding,1,2,8.9,25,39,55,500,LED
NECB 2020,Library,WholeBuilding,3,999,8.9,25,39,55,500,LED
NECB 2020,Long-term care - dwelling units,WholeBuilding,1,4,5.5,25,23,47,400,LED
NECB 2020,Long-term care - dwelling units,WholeBuilding,5,999,5.5,25,23,47,400,LED
NECB 2020,Long-term care - other,WholeBuilding,1,4,5.5,25,23,47,400,LED
NECB 2020,Long-term care - other,WholeBuilding,5,999,5.5,25,23,47,400,LED
NECB 2020,Manufacturing facility,WholeBuilding,1,1,8.8,25,39,55,450,LED
NECB 2020,Motion picture theatre,WholeBuilding,1,1,4.7,21,24,48,150,LED
NECB 2020,Multi-unit residential building,WholeBuilding,1,4,4.8,21,24,48,125,LED
NECB 2020,Multi-unit residential building,WholeBuilding,5,999,4.8,21,24,48,125,LED
NECB 2020,Museum,WholeBuilding,1,2,5.9,28,39,55,100,LED
NECB 2020,Museum,WholeBuilding,3,99,5.9,28,39,55,100,LED
NECB 2020,Office,WholeBuilding,1,2,6.9,28,23,47,400,LED
NECB 2020,Office,WholeBuilding,3,999,6.9,28,23,47,400,LED
NECB 2020,Penitentiary,WholeBuilding,1,1,7.4,30,37,48,250,LED
NECB 2020,Performing arts theatre,WholeBuilding,1,1,9.0,32,39,53,250,LED
NECB 2020,Police station,WholeBuilding,1,1,7.1,28,23,47,400,LED
NECB 2020,Post office,WholeBuilding,1,2,7.0,28,23,47,400,LED
NECB 2020,Post office,WholeBuilding,3,999,7.0,28,23,47,400,LED
NECB 2020,Religious building ,WholeBuilding,1,1,7.2,21,23,47,250,LED
NECB 2020,Retail area,WholeBuilding,1,2,9.0,25,39,55,450,LED
NECB 2020,Retail area,WholeBuilding,3,999,9.0,25,39,55,450,LED
NECB 2020,School/university,WholeBuilding,1,4,7.8,25,39,55,400,LED
NECB 2020,School/university,WholeBuilding,5,999,7.8,25,39,55,400,LED
NECB 2020,Sports arena,WholeBuilding,1,1,8.2,25,39,55,400,LED
NECB 2020,Storage garage,WholeBuilding,1,1,1.9,30,38,49,75,LED
NECB 2020,Town hall,WholeBuilding,1,4,7.4,25,39,55,400,LED
NECB 2020,Town hall,WholeBuilding,5,999,7.4,25,39,55,400,LED
NECB 2020,Transportation facility,WholeBuilding,1,4,5.4,30,37,48,225,LED
NECB 2020,Transportation facility,WholeBuilding,5,999,5.4,30,37,48,225,LED
NECB 2020,Warehouse,WholeBuilding,1,1,4.8,29,38,49,150,LED
NECB 2020,Workshop,WholeBuilding,1,1,9.8,25,39,55,500,LED
NECB 2020,Space Function,- undefined -,1,1,0.0,Nil,Nil,Nil,,LED
BTAPPRE1980,Automotive Facility,WholeBuilding,1,999,8.8,1,7,9,,CFL
BTAPPRE1980,Convention centre,WholeBuilding,1,999,11.6,2,7,10,,CFL
BTAPPRE1980,Courthouse,WholeBuilding,1,999,11.3,2,9,10,,CFL
BTAPPRE1980,Dining - bar/lounge,WholeBuilding,1,999,10.7,2,7,17,,CFL
BTAPPRE1980,Dining - cafeteria,WholeBuilding,1,999,9.7,2,7,17,,CFL
BTAPPRE1980,Dining - family,WholeBuilding,1,999,9.6,2,7,17,,CFL
BTAPPRE1980,Dormitory,WholeBuilding,1,4,6.6,1,7,17,,CFL
BTAPPRE1980,Dormitory,WholeBuilding,5,999,6.6,1,6,9,,CFL
BTAPPRE1980,Exercise Centre,WholeBuilding,1,999,9.5,2,9,9,,CFL
BTAPPRE1980,Fire Station,WholeBuilding,1,999,7.6,1,9,9,,CFL
BTAPPRE1980,Gymnasium,WholeBuilding,1,999,10.8,2,9,9,,CFL
BTAPPRE1980,Health-care clinic,WholeBuilding,1,2,9.4,1,7,9,,CFL
BTAPPRE1980,Health-care clinic,WholeBuilding,3,999,9.4,1,7,9,,CFL
BTAPPRE1980,Hospital,WholeBuilding,1,999,13.0,2,7,10,,CFL
BTAPPRE1980,Hotel,WholeBuilding,1,4,10.8,2,7,9,,CFL
BTAPPRE1980,Hotel,WholeBuilding,5,999,10.8,2,7,9,,CFL
BTAPPRE1980,Library,WholeBuilding,1,2,12.7,2,7,18,,CFL
BTAPPRE1980,Library,WholeBuilding,3,999,12.7,2,7,18,,CFL
BTAPPRE1980,Manufacturing Facility,WholeBuilding,1,999,11.9,2,9,14,,CFL
BTAPPRE1980,Motel,WholeBuilding,1,4,9.5,2,7,9,,CFL
BTAPPRE1980,Motel,WholeBuilding,5,999,9.5,2,7,9,,CFL
BTAPPRE1980,Motion Picture Theatre,WholeBuilding,1,999,8.9,2,7,17,,CFL
BTAPPRE1980,Multi-unit residential,WholeBuilding,1,4,6.5,1,6,9,,CFL
BTAPPRE1980,Multi-unit residential,WholeBuilding,5,999,6.5,1,6,9,,CFL
BTAPPRE1980,Museum,WholeBuilding,1,2,11.4,2,17,17,,CFL
BTAPPRE1980,Museum,WholeBuilding,3,999,11.4,2,17,17,,CFL
BTAPPRE1980,Office,WholeBuilding,1,2,9.7,2,7,9,,CFL
BTAPPRE1980,Office,WholeBuilding,3,999,9.7,2,7,9,,CFL
BTAPPRE1980,Parking Garage,WholeBuilding,1,999,2.7,1,9,9,,CFL
BTAPPRE1980,Penitentiary,WholeBuilding,1,999,10.4,2,7,9,,CFL
BTAPPRE1980,Performing arts theatre,WholeBuilding,1,999,15.0,3,7,17,,CFL
BTAPPRE1980,Police Station,WholeBuilding,1,999,10.3,2,9,9,,CFL
BTAPPRE1980,Post Office,WholeBuilding,1,2,9.4,1,7,9,,CFL
BTAPPRE1980,Post Office,WholeBuilding,3,999,9.4,1,7,9,,CFL
BTAPPRE1980,Religious,WholeBuilding,1,999,11.3,2,7,18,,CFL
BTAPPRE1980,Retail,WholeBuilding,1,2,15.1,3,7,18,,CFL
BTAPPRE1980,Retail,WholeBuilding,3,999,15.1,3,7,18,,CFL
BTAPPRE1980,School/University,WholeBuilding,1,4,10.7,2,7,17,,CFL
BTAPPRE1980,School/University,WholeBuilding,5,999,10.7,2,7,17,,CFL
BTAPPRE1980,Sports Arena,WholeBuilding,1,999,8.4,1,7,9,,CFL
BTAPPRE1980,Town Hall,WholeBuilding,1,4,9.9,2,7,17,,CFL
BTAPPRE1980,Town Hall,WholeBuilding,5,999,9.9,2,7,17,,CFL
BTAPPRE1980,Transportation,WholeBuilding,1,4,8.3,1,9,9,,CFL
BTAPPRE1980,Transportation,WholeBuilding,5,999,8.3,1,9,9,,CFL
BTAPPRE1980,Warehouse,WholeBuilding,1,999,7.1,1,9,9,,CFL
BTAPPRE1980,Workshop,WholeBuilding,1,999,12.9,2,7,9,,CFL
BTAPPRE1980,Warehouse - refrigerated,WholeBuilding,1,999,7.1,1,9,9,,CFL
BTAPPRE1980,Space Function,Atrium - H < 13m,1,999,1.3,4,7,17,,CFL
BTAPPRE1980,Space Function,Atrium - H > 13m,1,999,9.8,4,17,13,,CFL
BTAPPRE1980,Space Function,Audience - auditorium,1,1,8.5,1,7,9,,CFL
BTAPPRE1980,Space Function,Audience - auditorium,2,999,8.5,1,7,9,,CFL
BTAPPRE1980,Space Function,Audience - performance arts,1,999,26.2,4,7,19,,CFL
BTAPPRE1980,Space Function,Audience - motion picture,1,999,12.3,2,7,18,,CFL
BTAPPRE1980,Space Function,Classroom/Lecture/Training,1,1,13.3,2,7,18,,CFL
BTAPPRE1980,Space Function,Classroom/Lecture/Training,2,999,13.3,2,7,18,,CFL
BTAPPRE1980,Space Function,Conf./meet./multi-purpose,1,1,13.2,2,7,18,,CFL
BTAPPRE1980,Space Function,Conf./meet./multi-purpose,2,999,13.2,2,7,18,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-A,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-B,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-C,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-D,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-E,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-F,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-G,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-H,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. >= 2.4m wide-sch-I,1,999,7.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-A,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-B,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-C,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-D,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-E,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-F,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-G,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-H,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Corr. < 2.4m wide-sch-I,1,999,8.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Dining - other,1,1,7.0,1,7,9,,CFL
BTAPPRE1980,Space Function,Dining - bar lounge/leisure,1,1,14.1,2,7,18,,CFL
BTAPPRE1980,Space Function,Dining - family space,1,1,9.6,2,7,9,,CFL
BTAPPRE1980,Space Function,Dress./fitt. - performance arts,1,1,4.3,1,7,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-A,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-B,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-C,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-D,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-E,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-F,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-G,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-H,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Electrical/Mechanical-sch-I,1,1,13.4,2,9,9,,CFL
BTAPPRE1980,Space Function,Food preparation,1,1,10.7,2,7,9,,CFL
BTAPPRE1980,Space Function,Lab - classrooms,1,1,17.2,3,7,17,,CFL
BTAPPRE1980,Space Function,Lab - research,1,1,23.6,3,7,19,,CFL
BTAPPRE1980,Space Function,Lobby - other,1,999,10.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Lobby - elevator,1,999,6.9,1,7,17,,CFL
BTAPPRE1980,Space Function,Lobby - performance arts,1,999,21.5,3,7,18,,CFL
BTAPPRE1980,Space Function,Lobby - motion picture,1,999,5.6,1,7,9,,CFL
BTAPPRE1980,Space Function,Locker room-sch-A,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-B,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-C,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-D,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-E,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-F,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-G,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-H,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Locker room-sch-I,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Lounge/recreation,1,1,9.4,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-A,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-B,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-C,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-D,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-E,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-F,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-G,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-H,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Washroom-sch-I,1,1,10.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Sales Area,1,1,18.1,3,7,18,,CFL
BTAPPRE1980,Space Function,Stairway-sch-A,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-B,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-C,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-D,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-E,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-F,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-G,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-H,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Stairway-sch-I,1,1,7.4,1,7,17,,CFL
BTAPPRE1980,Space Function,Storage area,1,1,6.8,1,7,17,,CFL
BTAPPRE1980,Space Function,Workshop space,1,1,17.1,2,9,18,,CFL
BTAPPRE1980,Space Function,Automotive - repair,1,1,7.2,1,9,9,,CFL
BTAPPRE1980,Space Function,Bank - banking and offices,1,1,14.9,2,7,18,,CFL
BTAPPRE1980,Space Function,Convention centre - audience,1,1,8.8,1,7,17,,CFL
BTAPPRE1980,Space Function,Convention centre - exhibit,1,1,17.2,3,7,18,,CFL
BTAPPRE1980,Space Function,Courthouse - courtroom,1,1,18.5,3,7,18,,CFL
BTAPPRE1980,Space Function,Courthouse - cell,1,1,14.8,2,7,18,,CFL
BTAPPRE1980,Space Function,Courthouse - chambers,1,1,12.6,2,7,18,,CFL
BTAPPRE1980,Space Function,Penitentiary - audience,1,1,4.6,1,6,9,,CFL
BTAPPRE1980,Space Function,Penitentiary - classroom,1,1,14.4,2,7,18,,CFL
BTAPPRE1980,Space Function,Penitentiary - dining,1,1,11.5,2,7,18,,CFL
BTAPPRE1980,Space Function,Dormitory - living quarters,1,1,4.1,1,6,9,,CFL
BTAPPRE1980,Space Function,Dwelling Unit(s),1,4,5.0,1,6,9,,CFL
BTAPPRE1980,Space Function,Dwelling Unit(s),5,999,5.0,1,6,9,,CFL
BTAPPRE1980,Space Function,Fire station - engine room,1,1,6.0,1,7,17,,CFL
BTAPPRE1980,Space Function,Fire station - quarters,1,1,3.4,1,6,17,,CFL
BTAPPRE1980,Space Function,Gym - fitness,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Gym - audience,1,1,4.6,1,6,17,,CFL
BTAPPRE1980,Space Function,Gym - play,1,1,12.9,2,7,18,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-A,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-B,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-C,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-D,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-E,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-F,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-G,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-H,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. >= 2.4m-sch-I,1,1,9.6,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-A,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-B,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-C,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-D,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-E,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-F,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-G,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-H,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital corr. < 2.4m-sch-I,1,1,11.7,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital - emergency,1,1,24.3,3,8,19,,CFL
BTAPPRE1980,Space Function,Hospital - exam,1,1,17.9,3,7,18,,CFL
BTAPPRE1980,Space Function,Hospital - laundry/washing,1,1,8.0,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital - lounge/recreation,1,1,11.5,2,7,18,,CFL
BTAPPRE1980,Space Function,Hospital - medical supply,1,1,13.7,2,7,18,,CFL
BTAPPRE1980,Space Function,Hospital - nursery,1,1,9.5,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital - nurses station,1,1,9.4,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital - operating room,1,1,20.3,3,8,19,,CFL
BTAPPRE1980,Space Function,Hospital - patient room,1,1,6.7,1,7,17,,CFL
BTAPPRE1980,Space Function,Hospital - pharmacy,1,1,12.3,2,7,18,,CFL
BTAPPRE1980,Space Function,Hospital - physical therapy,1,1,9.8,2,7,17,,CFL
BTAPPRE1980,Space Function,Hospital - radiology/imaging,1,1,14.2,2,7,18,,CFL
BTAPPRE1980,Space Function,Hospital - recovery,1,1,12.4,2,7,18,,CFL
BTAPPRE1980,Space Function,Hotel/Motel - dining,1,1,8.8,1,7,17,,CFL
BTAPPRE1980,Space Function,Hotel/Motel - rooms,1,1,11.9,2,7,18,,CFL
BTAPPRE1980,Space Function,Hotel/Motel - rooms,2,4,11.9,2,7,18,,CFL
BTAPPRE1980,Space Function,Hotel/Motel - rooms,5,999,11.9,2,7,18,,CFL
BTAPPRE1980,Space Function,Hotel/Motel - lobby,1,1,11.4,2,7,18,,CFL
BTAPPRE1980,Space Function,Hotel/Motel - lobby,2,999,11.4,2,7,18,,CFL
BTAPPRE1980,Space Function,Hway lodging - dining,1,999,9.5,1,7,17,,CFL
BTAPPRE1980,Space Function,Hway lodging - rooms,1,1,8.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Hway lodging - rooms,2,4,8.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Hway lodging - rooms,5,999,8.1,1,7,17,,CFL
BTAPPRE1980,Space Function,Library - reading,1,1,10.0,2,7,17,,CFL
BTAPPRE1980,Space Function,Library - reading,2,999,10.0,2,7,17,,CFL
BTAPPRE1980,Space Function,Library - stacks,1,1,22.9,3,8,19,,CFL
BTAPPRE1980,Space Function,Library - stacks,2,999,22.9,3,8,19,,CFL
BTAPPRE1980,Space Function,Mfg - corr. >= 2.4m-sch-A,1,1,4.4,1,6,17,,CFL
